,Unnamed: 0,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
4350,4350,5099070,183453007,60,OUTBOUND-BOSTON BRIDGE,15:19:00,3,YOUNG ST + YESTER,20840,15:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 15:19,1/1/2023 15:59,0 days 00:40:00,40.0,0.666666667
4351,4351,79070,183453007,60,INBOUND-CRAWFORD VILLAGE,16:01:00,3,WALNUT ST + LINDEN,10246,16:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 16:01,1/1/2023 16:19,0 days 00:18:00,18.0,0.3
4352,4352,13694070,183453007,60,OUTBOUND-BOSTON BRIDGE,16:19:00,3,YOUNG ST + YESTER,20840,16:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 16:19,1/1/2023 16:59,0 days 00:40:00,40.0,0.666666667
4353,4353,1967070,183453007,60,INBOUND-CRAWFORD VILLAGE,17:01:00,3,WALNUT ST + LINDEN,10246,17:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 17:01,1/1/2023 17:19,0 days 00:18:00,18.0,0.3
4354,4354,12798070,183453007,60,OUTBOUND-BOSTON BRIDGE,17:19:00,3,YOUNG ST + YESTER,20840,17:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 17:19,1/1/2023 17:59,0 days 00:40:00,40.0,0.666666667
4355,4355,12785070,183453007,60,INBOUND-MCKEESPORT TRANSPORTATION CENTER,18:01:00,3,WALNUT ST + LINDEN,10246,18:14:00,33,3.957137709,3,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,18158,1/1/2023 18:01,1/1/2023 18:14,0 days 00:13:00,13.0,0.216666667
11523,11523,4195020,183863902,60,OUTBOUND-BOSTON,6:14:00,4,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,18158,6:26:00,30,3.865920191,4,WALNUT ST + LINDEN,10391,1/1/2023 6:14,1/1/2023 6:26,0 days 00:12:00,12.0,0.2
11524,11524,10795020,183863902,60,INBOUND-CRAWFORD VILLAGE,6:28:00,4,WALNUT ST + LINDEN,10246,6:46:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 6:28,1/1/2023 6:46,0 days 00:18:00,18.0,0.3
11525,11525,3878020,183863902,60,OUTBOUND-BOSTON BRIDGE,6:46:00,4,YOUNG ST + YESTER,20840,7:27:00,55,6.206693427,4,WALNUT ST + LINDEN,10391,1/1/2023 6:46,1/1/2023 7:27,0 days 00:41:00,41.0,0.683333333
11526,11526,4551020,183863902,60,INBOUND-CRAWFORD VILLAGE,7:29:00,4,WALNUT ST + LINDEN,10246,7:47:00,44,5.147731368,4,YOUNG ST + YESTER,20840,1/1/2023 7:29,1/1/2023 7:47,0 days 00:18:00,18.0,0.3
